luz,jardin,sistema_de_seguridad,conservacion,vidrios_dobles,se_aceptan_mascotas,timestamp,carpinteria_interior,calefaccion,trastero,href,calle_asfaltada,tipo_de_casa,cocina_equipada,agua,emisiones,aire_acondicionado,terraza,armarios_empotrados,actualizacion,superficie,balcon,gastos_de_comunidad,urbanizado,superficie_construida,garaje,consumo,puerta_blindada,adaptado_a_personas_con_movilidad_reducida,identificador,ascensor,superficie_util,nombre,alcantarillado,planta,baños,portero_automatico,exterior,soleado,piscina,calle_alumbrada,precio_m2,precio,lavadero,orientacion,amueblado,interior,habitaciones,gas,tipo_suelo,carpinteria_exterior,superficie_solar,comedor,antiguedad,codigo_postal,ubicacion,agencia,chimenea,telefono
,,,En buen estado,,No,2025-02-21 12:00:40,,,,https://www.pisos.com/alquilar/piso-velilla_taramay-945856908072264_109700/,,,Si,Si,Error al procesar emisiones,,Si,Si,2025-02-01,85.0,,,,85.0,,Error al procesar consumo,,,945856908072264_109700,Si,80.0,"Piso en Paseo de Velilla, nº 15",,5.0,1.0,Si,,Si,Si,,10.0,890.0,,SIN ESPECIFICAR,Si,,2.0,,,,,Si,Entre 20 y 30 años,,almunecar,Tropysol,,
,,,En buen estado,,,2025-02-21 12:00:41,,,,https://www.pisos.com/alquilar/apartamento-velilla_distrito-28394424641_500785/,,,Si,,Error al procesar emisiones,,Si,,2025-02-19,80.0,,,,80.0,,Error al procesar consumo,,,28394424641_500785,Si,80.0,"Apartamento en Paseo de Velilla, 9",,10.0,1.0,Si,Si,Si,Si,,6.0,490.0,,SUR,Si,,2.0,,,,,Si,,,almunecar,NAVIL ALQUILERES S.L,,
,,,En buen estado,,,2025-02-21 12:00:42,,,,https://www.pisos.com/alquilar/apartamento-velilla_taramay-11702010235_500785/,,,Si,,Error al procesar emisiones,Si,Si,,2025-02-19,70.0,,,,70.0,,Error al procesar consumo,,,11702010235_500785,Si,70.0,"Apartamento en Paseo de Velilla, 4",,10.0,1.0,,,,Si,,7.0,490.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,almunecar,NAVIL ALQUILERES S.L,,
,,,En buen estado,,,2025-02-21 12:00:43,,,,https://www.pisos.com/alquilar/apartamento-velilla_taramay-1703094639_500785/,,,Si,,Error al procesar emisiones,Si,Si,,2025-02-19,65.0,,,,65.0,,Error al procesar consumo,,,1703094639_500785,Si,65.0,"Apartamento en Paseo de Velilla, nº 18",,11.0,1.0,,,,Si,,5.0,385.0,,SIN ESPECIFICAR,Si,,1.0,,,,,,Entre 30 y 50 años,,almunecar,NAVIL ALQUILERES S.L,,
Si,,,En buen estado,,,2025-02-21 12:00:46,,,,https://www.pisos.com/alquilar/apartamento-almunecar_los_pinos-872960754_500785/,,,Si,Si,Error al procesar emisiones,,Si,Si,2025-02-20,75.0,,,,75.0,,Error al procesar consumo,,,872960754_500785,Si,75.0,Apartamento en Paseo de la Reina Sofía,,9.0,2.0,Si,Si,Si,,,6.0,490.0,,SUR,Si,,2.0,,,,,Si,,,almunecar,NAVIL ALQUILERES S.L,,
Si,Si,,En buen estado,,,2025-02-21 12:00:46,Si,Si,,https://www.pisos.com/alquilar/chalet-las_palomas_cerro_gordo-712606796_173200/,Si,,Si,Si,Error al procesar emisiones,Si,Si,Si,2025-02-20,243.0,,,Si,243.0,Si,Error al procesar consumo,,,712606796_173200,,243.0,Chalet en calle de Cataluña,,,2.0,,,,Si,Si,6.0,1500.0,,SIN ESPECIFICAR,Si,,3.0,Si,Si,Si,1264.0,Si,Entre 30 y 50 años,,almunecar,INMOBILIARIA GRUPO IRIS,Si,
Si,,,En buen estado,,,2025-02-21 12:00:47,,,,https://www.pisos.com/alquilar/apartamento-almunecar_los_pinos-875195339_500785/,,,Si,Si,Error al procesar emisiones,,Si,,2025-02-19,65.0,,,,65.0,,Error al procesar consumo,,,875195339_500785,Si,65.0,"Apartamento en Paseo de Velilla, 1",,4.0,1.0,Si,Si,Si,,,7.0,490.0,,SUR,,,2.0,,,,,Si,,,almunecar,NAVIL ALQUILERES S.L,,
,,,En buen estado,,,2025-02-21 12:00:49,,,,https://www.pisos.com/alquilar/apartamento-almunecar_casco_urbano-945856908073178_109700/,,,Si,Si,Error al procesar emisiones,Si,Si,Si,2025-02-01,60.0,,,,60.0,,Error al procesar consumo,,,945856908073178_109700,Si,55.0,"Apartamento en Paseo de la Reina Sofía, 10",,10.0,1.0,Si,Si,Si,,,11.0,710.0,,SUR,Si,,1.0,,,,,Si,Entre 20 y 30 años,,almunecar,Tropysol,,
,Si,,En buen estado,,,2025-02-21 12:00:49,Si,Si,,https://www.pisos.com/alquilar/chalet-las_palomas_cerro_gordo-41724027506_173200/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-16,120.0,,,Si,120.0,Si,Error al procesar consumo,Si,,41724027506_173200,,100.0,Chalet en calle de Ronda los Holandeses,,,2.0,,,,Si,Si,11.0,1400.0,Si,SURESTE,Si,,3.0,,Si,Si,400.0,Si,Entre 20 y 30 años,,almunecar,INMOBILIARIA GRUPO IRIS,,
,,,En buen estado,,No,2025-02-21 12:00:50,,,,https://www.pisos.com/alquilar/piso-velilla_distrito-19235664457_996484/,,,Si,,Error al procesar emisiones,,Si,Si,2025-02-01,60.0,Si,,,60.0,,Error al procesar consumo,,Si,19235664457_996484,Si,50.0,"Piso en Paseo de Velilla, 15",,0.0,1.0,Si,Si,,Si,,11.0,710.0,,SIN ESPECIFICAR,Si,,1.0,,,,,Si,Entre 30 y 50 años,,almunecar,Tropysol,,
,Si,,En buen estado,,,2025-02-21 12:00:51,,,,https://www.pisos.com/alquilar/apartamento-velilla_distrito-35928907818_500785/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-19,86.0,,,,86.0,,Error al procesar consumo,,Si,35928907818_500785,Si,86.0,"Apartamento en Paseo de Velilla, 22",,7.0,2.0,Si,,,Si,,5.0,490.0,,SIN ESPECIFICAR,Si,,2.0,,,,,Si,,,almunecar,NAVIL ALQUILERES S.L,,
,Si,Si,En buen estado,Si,,2025-02-21 12:00:51,,,,https://www.pisos.com/alquilar/apartamento-almunecar_taramay-24260668316_500785/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-19,112.0,,,,112.0,Si,Error al procesar consumo,,Si,24260668316_500785,Si,98.0,Apartamento en calle Mayor Zaragoza,,2.0,2.0,Si,Si,Si,Si,,8.0,900.0,,SUROESTE,Si,,3.0,,,,,Si,Menos de 5 años,,almunecar,NAVIL ALQUILERES S.L,,
,,,En buen estado,,,2025-02-21 12:00:52,,,,https://www.pisos.com/alquilar/apartamento-velilla_distrito-46684262149_500785/,,,,,Error al procesar emisiones,,,,2025-02-19,70.0,,,,70.0,,Error al procesar consumo,,,46684262149_500785,,70.0,"Apartamento en Paseo de Velilla, 9",,11.0,1.0,,,,,,7.0,490.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,almunecar,NAVIL ALQUILERES S.L,,
,Si,,En buen estado,,,2025-02-21 12:00:52,,,,https://www.pisos.com/alquilar/casa-cotobro-15088820870_100500/,,,Si,,Error al procesar emisiones,Si,Si,,2025-01-22,200.0,,,,200.0,,Error al procesar consumo,,,15088820870_100500,,190.0,"Casa en calle del Nuevo Miramar, 14",,,3.0,,,,Si,Si,9.0,1800.0,Si,SUR,Si,,5.0,,,,500.0,,,,almunecar,COSTA GRANADA HOME,,
,,,En buen estado,,,2025-02-21 12:00:53,,,,https://www.pisos.com/alquilar/apartamento-velilla_distrito-35058413223_500785/,,,Si,,Error al procesar emisiones,,,,2025-02-19,80.0,,,,80.0,,Error al procesar consumo,,Si,35058413223_500785,Si,80.0,"Apartamento en Paseo de Velilla, 8",,11.0,2.0,Si,,Si,Si,,6.0,490.0,,SURESTE,Si,,2.0,,,,,Si,,,almunecar,NAVIL ALQUILERES S.L,,
,,,Reformado,,No,2025-02-21 12:00:55,,Si,,https://www.pisos.com/alquilar/apartamento-almunecar_casco_urbano-19216208720_996484/,,,Si,,Error al procesar emisiones,,Si,,2025-02-01,75.0,,,,75.0,,Error al procesar consumo,,,19216208720_996484,Si,70.0,"Apartamento en Paseo de Cotobro, 5",,2.0,1.0,Si,Si,,Si,,15.0,1150.0,,SUR,Si,,2.0,,,,,,,,almunecar,Tropysol,,
Si,,,En buen estado,,,2025-02-21 12:01:00,,,,https://www.pisos.com/alquilar/apartamento-almunecar_casco_urbano-872766877_500785/,,,Si,Si,Error al procesar emisiones,,Si,Si,2025-02-19,60.0,,,,60.0,,Error al procesar consumo,,,872766877_500785,Si,60.0,Apartamento en Paseo de San Cristóbal,,9.0,1.0,Si,Si,Si,Si,,6.0,385.0,,ESTE,Si,,1.0,,,,,Si,,,almunecar,NAVIL ALQUILERES S.L,,
,,,En buen estado,Si,,2025-02-21 12:01:01,,,,https://www.pisos.com/alquilar/atico-velilla_distrito-49236099346_500785/,,,Si,,Error al procesar emisiones,,Si,,2025-02-19,75.0,,,,75.0,,Error al procesar consumo,,,49236099346_500785,,75.0,"Ático en Paseo de Velilla, 39",,6.0,2.0,,,,,,16.0,1200.0,,SIN ESPECIFICAR,Si,,2.0,,,,,,,,almunecar,NAVIL ALQUILERES S.L,,
,,,En buen estado,Si,No,2025-02-21 12:01:01,,,,https://www.pisos.com/alquilar/piso-velilla_taramay-945856909186781_109700/,,,Si,Si,Error al procesar emisiones,,,Si,2025-02-01,70.0,,,,70.0,,Error al procesar consumo,,,945856909186781_109700,Si,65.0,"Piso en Paseo de Velilla, nº 15",,7.0,1.0,Si,,Si,Si,,10.0,710.0,,SIN ESPECIFICAR,Si,,1.0,,Si,,,Si,Entre 20 y 30 años,,almunecar,Tropysol,,
Si,Si,,En buen estado,Si,,2025-02-21 12:01:02,Si,Si,,https://www.pisos.com/alquilar/casa-velilla_taramay-793744592_173200/,Si,,Si,Si,"D, D",Si,Si,Si,2025-02-15,200.0,,,Si,200.0,Si,"D, D",Si,,793744592_173200,,200.0,Casa en calle Barranco de Cabria,,,4.0,,,,Si,Si,19.0,3850.0,Si,SUR,Si,,4.0,,Si,Si,500.0,Si,Entre 10 y 20 años,,almunecar,INMOBILIARIA GRUPO IRIS,,
,,,En buen estado,,,2025-02-21 12:01:03,,,,https://www.pisos.com/alquilar/piso-velilla_distrito-40860153307_500785/,,,,,Error al procesar emisiones,,Si,,2025-02-19,45.0,,,,45.0,,Error al procesar consumo,,,40860153307_500785,Si,45.0,Piso en Paseo de Velilla,,11.0,1.0,Si,,Si,Si,,8.0,385.0,,SURESTE,Si,,1.0,,,,,,,,almunecar,NAVIL ALQUILERES S.L,,
Si,Si,,Reformado,,,2025-02-21 12:01:03,,,,https://www.pisos.com/alquilar/apartamento-almunecar_los_pinos-876635923_500785/,,,Si,Si,Error al procesar emisiones,,Si,,2025-02-19,65.0,,,,65.0,,Error al procesar consumo,,,876635923_500785,Si,65.0,Apartamento en Paseo de Velilla,,9.0,1.0,Si,Si,Si,Si,,7.0,490.0,,SUR,Si,,1.0,,,,,Si,,,almunecar,NAVIL ALQUILERES S.L,Si,
,,Si,Reformado,Si,Si,2025-02-21 12:01:05,Si,Si,,https://www.pisos.com/alquilar/piso-almunecar_casco_urbano-39261097881_527266/,,,Si,,Error al procesar emisiones,,Si,Si,2025-02-03,70.0,Si,,,70.0,Si,Error al procesar consumo,,,39261097881_527266,Si,70.0,"Piso en calle Hurtado de Mendoza, 6",,1.0,1.0,Si,Si,,,,16.0,1170.0,,ESTE,Si,,3.0,,Si,Si,,Si,Entre 30 y 50 años,,almunecar,SILVANA REY HOMES,,
,Si,Si,En buen estado,Si,Si,2025-02-21 12:01:05,Si,Si,,https://www.pisos.com/alquilar/apartamento-cotobro-39220328315_527266/,,,Si,,Error al procesar emisiones,Si,Si,,2025-01-29,70.0,Si,,,70.0,,Error al procesar consumo,,,39220328315_527266,Si,70.0,"Apartamento en calle del Nuevo Miramar, 25",,4.0,1.0,Si,Si,Si,Si,,15.0,1100.0,,SURESTE,Si,,2.0,,Si,Si,,Si,Entre 10 y 20 años,,almunecar,SILVANA REY HOMES,,
,,,En buen estado,,,2025-02-21 12:01:05,,,,https://www.pisos.com/alquilar/atico-la_herradura_distrito-30919164017_525717/,,,Si,,Error al procesar emisiones,Si,,Si,2025-02-20,161.0,,,,161.0,Si,Error al procesar consumo,,,30919164017_525717,Si,150.0,"Ático en calle de la Alhambra, 1",,6.0,5.0,,,,Si,,17.0,2800.0,Si,SUROESTE,,,5.0,,Si,Si,,,Entre 10 y 20 años,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,,,En buen estado,,,2025-02-21 12:01:06,,,,https://www.pisos.com/alquilar/piso-la_herradura_distrito-30885233169_525717/,,,,,Error al procesar emisiones,,,,2025-02-20,100.0,,,,100.0,,Error al procesar consumo,,,30885233169_525717,,90.0,"Piso en calle de Rambla del Espinar, 3",,2.0,2.0,,Si,,,,1.0,116.0,,SUROESTE,,,3.0,,,,,,Entre 10 y 20 años,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:06,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-almunecar_casco_urbano-50857107387_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,780.0,,,Si,780.0,,Error al procesar consumo,Si,,50857107387_519306,,600.0,Chalet unifamiliar en Casco Urbano,,,2.0,,,,Si,Si,2.0,2220.0,Si,SIN ESPECIFICAR,Si,,5.0,,,,960.0,Si,Entre 5 y 10 años,,almunecar,SPAIN REALTY ESTATE,,
,,,En buen estado,,,2025-02-21 12:01:06,,,,https://www.pisos.com/alquilar/piso-almunecar_casco_urbano-47525053002_996808/,,,Si,,Error al procesar emisiones,,,Si,2025-02-19,65.0,Si,,,65.0,Si,Error al procesar consumo,,,47525053002_996808,Si,,Piso en Paseo de San Cristóbal,,2.0,1.0,,,,Si,,8.0,550.0,,SIN ESPECIFICAR,Si,,2.0,,,,,Si,,,almunecar,Antonio Hernandez Carrillo,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:07,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-la_herradura_distrito18697-50896371612_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,990.0,,,Si,990.0,Si,Error al procesar consumo,Si,,50896371612_519306,,965.0,Chalet unifamiliar en La Herradura,,,3.0,,,,Si,Si,2.0,2190.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1060.0,Si,Entre 5 y 10 años,186970.0,almunecar,SPAIN REALTY ESTATE,,
,,Si,En buen estado,Si,No,2025-02-21 12:01:07,Si,Si,,https://www.pisos.com/alquilar/piso-almunecar_casco_urbano-39258736912_527266/,,,Si,,Error al procesar emisiones,Si,Si,,2025-01-29,80.0,Si,,,80.0,Si,Error al procesar consumo,,,39258736912_527266,Si,80.0,"Piso en calle Hurtado de Mendoza, 42",,2.0,1.0,Si,Si,Si,Si,,15.0,1200.0,Si,SIN ESPECIFICAR,Si,,2.0,,Si,Si,,Si,Entre 20 y 30 años,,almunecar,SILVANA REY HOMES,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:07,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-almunecar_casco_urbano-50860148687_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,740.0,,,Si,740.0,Si,Error al procesar consumo,Si,,50860148687_519306,,400.0,Chalet unifamiliar en Casco Urbano,,,1.0,,,,Si,Si,1.0,1460.0,Si,SIN ESPECIFICAR,Si,,2.0,,,,790.0,Si,Entre 5 y 10 años,,almunecar,SPAIN REALTY ESTATE,,
,,,Reformado,,,2025-02-21 12:01:08,,,,https://www.pisos.com/alquilar/piso-la_herradura_distrito18697-43341772581_525717/,,,,,Error al procesar emisiones,Si,Si,,2025-02-20,70.0,,,,70.0,Si,Error al procesar consumo,,,43341772581_525717,Si,60.0,"Piso en Paseo de Andrés Segovia, 61",,4.0,1.0,,,,Si,,1.0,100.0,,SURESTE,,,1.0,,Si,,,,Entre 10 y 20 años,186970.0,almunecar,ALQUILER EN LA HERRADURA.ES,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:11,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-almunecar_casco_urbano-50856563841_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,490.0,,,Si,490.0,,Error al procesar consumo,Si,,50856563841_519306,,300.0,Chalet unifamiliar en Casco Urbano,,,5.0,,,,Si,Si,5.0,2650.0,Si,SIN ESPECIFICAR,Si,,6.0,,,,760.0,,Entre 5 y 10 años,,almunecar,SPAIN REALTY ESTATE,,
,,,A estrenar,,No,2025-02-21 12:01:12,,,,https://www.pisos.com/alquilar/piso-marina_del_este_punta_de_la_mona-42566489521_525717/,,,,,Error al procesar emisiones,Si,,Si,2025-02-20,120.0,,,,120.0,Si,Error al procesar consumo,,,42566489521_525717,Si,110.0,"Piso en Avenida de la Marina del Este, 73",,3.0,2.0,,,,Si,,11.0,1400.0,,SUROESTE,,,3.0,,,,,,,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:13,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-almunecar_casco_urbano-50884503365_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,840.0,,,Si,840.0,Si,Error al procesar consumo,Si,,50884503365_519306,,800.0,Chalet unifamiliar en Casco Urbano,,,1.0,,,,Si,,2.0,1730.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,900.0,Si,Entre 5 y 10 años,,almunecar,SPAIN REALTY ESTATE,,
,Si,,Reformado,,No,2025-02-21 12:01:13,,,,https://www.pisos.com/alquilar/piso-la_herradura_distrito-31720454297_525717/,,,,,Error al procesar emisiones,,,,2025-02-20,100.0,,,,100.0,,Error al procesar consumo,,,31720454297_525717,,80.0,"Piso en Paseo de Andrés Segovia, 1",,5.0,1.0,,,,Si,,1.0,140.0,,SUROESTE,,,2.0,,,,,,Entre 10 y 20 años,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:13,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-almunecar_casco_urbano-50896757801_519306/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-20,960.0,,,Si,960.0,Si,Error al procesar consumo,Si,,50896757801_519306,,890.0,Chalet unifamiliar en Casco Urbano,,,3.0,,,,Si,Si,2.0,2170.0,Si,SIN ESPECIFICAR,Si,,4.0,,,,1100.0,Si,Entre 5 y 10 años,,almunecar,SPAIN REALTY ESTATE,,
,,Si,En buen estado,,Si,2025-02-21 12:01:14,Si,Si,,https://www.pisos.com/alquilar/apartamento-almunecar_casco_urbano-39203520044_527266/,,,Si,,Error al procesar emisiones,,Si,Si,2025-01-29,56.0,Si,,,56.0,Si,Error al procesar consumo,,,39203520044_527266,Si,56.0,"Apartamento en calle Hurtado de Mendoza, 42",,0.0,1.0,Si,Si,Si,Si,,16.0,900.0,,SUR,Si,,1.0,,Si,Si,,Si,Entre 20 y 30 años,,almunecar,SILVANA REY HOMES,,
,,Si,Reformado,Si,Si,2025-02-21 12:01:15,Si,Si,,https://www.pisos.com/alquilar/estudio-almunecar_casco_urbano-39224744177_527266/,,,Si,,Error al procesar emisiones,,,,2025-01-29,30.0,,,,30.0,,Error al procesar consumo,,,39224744177_527266,Si,30.0,"Estudio en Paseo de la Puerta del Mar, 3",,3.0,1.0,Si,,,,,31.0,950.0,,SIN ESPECIFICAR,Si,Si,1.0,,Si,Si,,Si,Entre 5 y 10 años,,almunecar,SILVANA REY HOMES,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:16,Si,Si,,https://www.pisos.com/alquilar/chalet_unifamiliar-almunecar_taramay-50895470461_519306/,Si,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,1460.0,,,Si,1460.0,,Error al procesar consumo,Si,,50895470461_519306,,940.0,Chalet unifamiliar en Taramay,,,2.0,,,,Si,Si,1.0,1470.0,Si,SIN ESPECIFICAR,Si,,3.0,,,,2000.0,Si,Entre 5 y 10 años,,almunecar,SPAIN REALTY ESTATE,,
,Si,Si,En buen estado,Si,,2025-02-21 12:01:17,,,,https://www.pisos.com/alquilar/piso-la_herradura_distrito-37511946757_525717/,,,Si,,Error al procesar emisiones,,Si,Si,2025-02-20,100.0,,Si,,100.0,,Error al procesar consumo,Si,,37511946757_525717,Si,,"Piso en Paseo de Andrés Segovia, 1",,1.0,1.0,Si,,,Si,,8.0,800.0,,SIN ESPECIFICAR,Si,,1.0,Si,,,,Si,,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,,,En buen estado,,,2025-02-21 12:01:18,,Si,,https://www.pisos.com/alquilar/piso-marina_del_este_punta_de_la_mona-43432620753_525717/,,,,,Error al procesar emisiones,Si,Si,Si,2025-02-20,120.0,,,,120.0,Si,Error al procesar consumo,,,43432620753_525717,,100.0,Piso en calle de la Testa,,0.0,2.0,,,,Si,,1.0,180.0,,SURESTE,,,3.0,,,,,,Entre 10 y 20 años,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,Si,,En buen estado,,,2025-02-21 12:01:19,,,,https://www.pisos.com/alquilar/casa-las_palomas_cerro_gordo-42516107817_525717/,,,,,Error al procesar emisiones,Si,,Si,2025-02-20,200.0,,,,200.0,Si,Error al procesar consumo,,,42516107817_525717,,180.0,Casa en calle Encina,,,3.0,,,,Si,,6.0,1260.0,,SURESTE,,,3.0,,Si,,,,Entre 10 y 20 años,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,,,En buen estado,,,2025-02-21 12:01:19,,,,https://www.pisos.com/alquilar/piso-la_herradura_distrito18697-45042110580_525717/,,,,,Error al procesar emisiones,Si,,,2025-02-20,120.0,,,,120.0,,Error al procesar consumo,,,45042110580_525717,,110.0,"Piso en calle de Gonzalo Barbero, 1",,2.0,2.0,,,,,,1.0,150.0,,SUR,,,3.0,,,,,,Entre 10 y 20 años,186970.0,almunecar,ALQUILER EN LA HERRADURA.ES,,
,Si,,A estrenar,,,2025-02-21 12:01:23,,,,https://www.pisos.com/alquilar/chalet-las_palomas_cerro_gordo-51760441673_525717/,Si,,,,Error al procesar emisiones,Si,,,2025-02-20,150.0,,,,150.0,Si,Error al procesar consumo,,,51760441673_525717,,130.0,Chalet en Urbanización San Antonio,,,3.0,,,,Si,,14.0,2100.0,,SUROESTE,,,3.0,,,Si,,,Menos de 5 años,,almunecar,ALQUILER EN LA HERRADURA.ES,,
,Si,,,,,2025-02-21 12:01:25,,,,https://www.pisos.com/alquilar/chalet-marina_del_este_punta_de_la_mona-37572135257_103200/,,,,,Error al procesar emisiones,,Si,,2024-02-08,2000.0,,,,2000.0,,Error al procesar consumo,,,37572135257_103200,,,Chalet en Marina del Este-Punta de la Mona,,,4.0,,,,Si,,2.0,4000.0,,SIN ESPECIFICAR,Si,,4.0,,,,,,,,almunecar,PARGO VILLAS,,
,,,En buen estado,,,2025-02-21 12:01:28,,Si,,https://www.pisos.com/alquilar/apartamento-velilla_taramay-945856908192747_109800/,,,Si,Si,Error al procesar emisiones,Si,Si,Si,2020-02-14,69.0,,,,69.0,,Error al procesar consumo,,Si,945856908192747_109800,Si,62.0,"Apartamento en Paseo de Velilla, nº 7",,5.0,1.0,Si,,Si,Si,,5.0,380.0,,SURESTE,Si,,1.0,,,Si,,Si,Entre 20 y 30 años,,almunecar,Agencia no disponible,,
,Si,,En buen estado,Si,,2025-02-21 12:01:34,,Si,,https://www.pisos.com/alquilar/chalet-isla_cristina_centro_urbano-21746535994_995929/,Si,,Si,,Error al procesar emisiones,Si,Si,Si,2024-12-11,600.0,,,,600.0,Si,Error al procesar consumo,,,21746535994_995929,,540.0,Chalet en Carretera del Empalme,,,5.0,,,,,Si,,250.0,,SURESTE,Si,,5.0,,Si,Si,,Si,Entre 30 y 50 años,,isla_cristina,L.M.C  INMOBILIARIA,Si,
,Si,Si,,Si,,2025-02-21 12:03:18,,,,https://www.pisos.com/alquilar/apartamento-casco_antiguo_barrio29601-40001153525_109300/,,,Si,,"E, E",Si,Si,Si,2025-02-21,73.0,,,,73.0,,"E, E",,,40001153525_109300,Si,,Apartamento en Casco Antiguo,,,1.0,,,,Si,,23.0,1700.0,,SUR,Si,,2.0,,,,,,,296010.0,marbella,MARBELLA UNIQUE PROPERTIES,,
,,Si,,Si,,2025-02-21 12:03:18,,Si,,https://www.pisos.com/alquilar/apartamento-puerto_banus29660-39229685648_109300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,115.0,,,,115.0,,Error al procesar consumo,,,39229685648_109300,Si,,Apartamento en Puerto Banús,,,2.0,,,,,,14.0,1700.0,,SUR,Si,,2.0,,Si,,,,,296600.0,marbella,MARBELLA UNIQUE PROPERTIES,,
,Si,Si,,,,2025-02-21 12:03:22,,,,https://www.pisos.com/alquilar/apartamento-cabopino_reserva_de_marbella-48421031933_109300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,48.0,,,,48.0,Si,Error al procesar consumo,,,48421031933_109300,,,Apartamento en Cabopino-Reserva de Marbella,,,1.0,,,,Si,,36.0,1750.0,,SIN ESPECIFICAR,Si,,2.0,,Si,,,,,,marbella,MARBELLA UNIQUE PROPERTIES,,
,Si,Si,,Si,,2025-02-21 12:03:22,,Si,,https://www.pisos.com/alquilar/apartamento-lomas_de_marbella_club_puente_romano29602-39207634695_109300/,,,Si,,"D, D",Si,Si,Si,2025-02-21,138.0,,,,138.0,Si,"D, D",,,39207634695_109300,Si,,Apartamento en Lomas de Marbella Club-Puente Romano,,,2.0,,,,Si,,26.0,3700.0,Si,ESTE,Si,,2.0,,Si,,,,,296020.0,marbella,MARBELLA UNIQUE PROPERTIES,,
,Si,Si,,,,2025-02-21 12:03:27,,,,https://www.pisos.com/alquilar/atico-los_monteros_bahia_de_marbella29603-41755897701_109300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,174.0,Si,,,174.0,,Error al procesar consumo,,,41755897701_109300,Si,,Ático en Los Monteros-Bahía de Marbella,,,3.0,,,,Si,,11.0,2000.0,,ESTE,Si,,4.0,,Si,,,Si,,296030.0,marbella,MARBELLA UNIQUE PROPERTIES,,
,Si,,,Si,,2025-02-21 12:03:28,,,,https://www.pisos.com/alquilar/apartamento-lomas_de_marbella_club_puente_romano29602-31735978188_109300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,105.0,,Si,,105.0,Si,Error al procesar consumo,,,31735978188_109300,Si,85.0,Apartamento en Lomas de Marbella Club-Puente Romano,,,1.0,,,,Si,,38.0,4000.0,,NORTE,Si,,1.0,,,,,Si,Entre 30 y 50 años,296020.0,marbella,NEVADO REALTY,,
,Si,Si,,Si,,2025-02-21 12:03:39,,,,https://www.pisos.com/alquilar/apartamento-lomas_de_marbella_club_puente_romano29602-50931029650_109300/,,,Si,,Error al procesar emisiones,Si,Si,Si,2025-02-21,110.0,,Si,,110.0,Si,Error al procesar consumo,,,50931029650_109300,Si,97.0,Apartamento en Lomas de Marbella Club-Puente Romano,,,2.0,,,,Si,,27.0,3000.0,,OESTE,,,2.0,,Si,,,Si,,296020.0,marbella,NEVADO REALTY,,
,Si,Si,,Si,,2025-02-21 12:03:40,,,,https://www.pisos.com/alquilar/apartamento-puerto_banus29660-47531706140_109300/,,,Si,,"E, E",Si,Si,Si,2025-02-21,100.0,,,,100.0,Si,"E, E",,,47531706140_109300,Si,,Apartamento en Puerto Banús,,1.0,3.0,,,,Si,,35.0,3500.0,Si,OESTE,Si,,2.0,,,,,Si,,296600.0,marbella,MARBELLA UNIQUE PROPERTIES,Si,
